
20	 	0.00127586	 	15661.9	 	0.01	 	469932	 	0	 	30	 		 	30.0048	 	get
25	 	0.00168178	 	14854.4	 	0.01	 	445707	 	0	 	30	 		 	30.0051	 	get
30	 	0.00216525	 	13846.8	 	0.01	 	415488	 	0	 	30	 		 	30.0061	 	get


1	 	0.000212276	 	4687.01	 	0.1	 	234368	 	0	 	50	 		 	50.0038	 	get
2	 	0.000266015	 	7487.51	 	0.1	 	374397	 	0	 	50	 		 	50.0029	 	get
3	 	0.000351877	 	8498.94	 	0.1	 	424983	 	0	 	50	 		 	50.0042	 	get
4	 	0.000453435	 	8800.4	 	0.1	 	440050	 	0	 	50	 		 	50.0034	 	get
5	 	0.000535386	 	9318.95	 	0.1	 	465988	 	0	 	50	 		 	50.0043	 	get
7	 	0.000729595	 	9579.37	 	0.1	 	479025	 	0	 	50	 		 	50.0059	 	get
10	 	0.00103997	 	9604.82	 	0.1	 	480288	 	0	 	50	 		 	50.0049	 	get
12	 	0.00125671	 	9539.73	 	0.1	 	477028	 	0	 	50	 		 	50.0043	 	get
15	 	0.00158826	 	9436.95	 	0.1	 	471891	 	0	 	50	 		 	50.0046	 	get
17	 	0.00180128	 	9431.08	 	0.1	 	471607	 	0	 	50	 		 	50.0056	 	get
20	 	0.00211466	 	9451.9	 	0.1	 	472654	 	0	 	50	 		 	50.0063	 	get
25	 	0.00265847	 	9399.4	 	0.1	 	470019	 	0	 	50	 		 	50.0052	 	get
30	 	0.00318684	 	9409.76	 	0.1	 	470538	 	0	 	50	 		 	50.0053	 	get



1	 	0.000760411	 	1313.35	 	1	 	39402	 	0	 	30	 		 	30.0011	 	get
1	 	0.000756861	 	1319.49	 	1	 	39586	 	0	 	30	 		 	30.0009	 	get
2	 	0.00129252	 	1546.11	 	1	 	46386	 	0	 	30	 		 	30.0017	 	get
3	 	0.00189422	 	1582.8	 	1	 	47487	 	0	 	30	 		 	30.0019	 	get
4	 	0.00252952	 	1580.57	 	1	 	47421	 	0	 	30	 		 	30.0025	 	get
5	 	0.00310223	 	1610.92	 	1	 	48332	 	0	 	30	 		 	30.0027	 	get
7	 	0.00438165	 	1596.97	 	1	 	47916	 	0	 	30	 		 	30.0043	 	get
10	 	0.00617303	 	1619.49	 	1	 	48594	 	0	 	30	 		 	30.0057	 	get
12	 	0.00738268	 	1624.99	 	1	 	48761	 	0	 	30	 		 	30.007	 	get
15	 	0.00925927	 	1619.54	 	1	 	48601	 	0	 	30	 		 	30.0091	 	get
17	 	0.0103663	 	1609.45	 	1	 	49200	 	0	 	30	 		 	30.01	 	get
20	 	0.0124657	 	1603.94	 	1	 	48137	 	0	 	30	 		 	30.0118	 	get
25	 	0.0155271	 	1609.57	 	1	 	48312	 	0	 	30	 		 	30.0154	 	get
30	 	0.0186009	 	1612.24	 	1	 	48397	 	0	 	30	 		 	30.0184	 	get
40	 	0.0246345	 	1623.02	 	1	 	48729	 	0	 	30	 		 	30.0236	 	get
50	 	0.0315968	 	1581.57	 	1	 	47495	 	0	 	30	 		 	30.0302	 	get
60	 	0.0378702	 	1583.35	 	1	 	47557	 	0	 	30	 		 	30.0357	 	get
70	 	0.0447005	 	1564.81	 	1	 	47014	 	0	 	30	 		 	30.0445	 	get
80	 	0.0509908	 	1567.61	 	1	 	47107	 	0	 	30	 		 	30.0503	 	get
90	 	0.0573532	 	1567.74	 	1	 	47117	 	0	 	30	 		 	30.054	 	get
100	 	0.0636312	 	1569.89	 	1	 	47195	 	0	 	30	 		 	30.0626	 	get

1	 	0.00590893	 	169.192	 	10	 	5076	 	0	 	30	 		 	30.0014	 	get
2	 	0.0115584	 	172.995	 	10	 	5191	 	0	 	30	 		 	30.0067	 	get
3	 	0.017228	 	174.084	 	10	 	5225	 	0	 	30	 		 	30.0143	 	get
4	 	0.0229463	 	174.256	 	10	 	5231	 	0	 	30	 		 	30.0191	 	get
5	 	0.0285924	 	174.792	 	10	 	5248	 	0	 	30	 		 	30.0242	 	get
7	 	0.0399549	 	175.114	 	10	 	5258	 	0	 	30	 		 	30.0261	 	get
10	 	0.0569889	 	175.399	 	10	 	5270	 	0	 	30	 		 	30.0457	 	get
12	 	0.0685614	 	174.934	 	10	 	5257	 	0	 	30	 		 	30.0513	 	get
15	 	0.0866448	 	172.989	 	10	 	5197	 	0	 	30	 		 	30.0424	 	get
17	 	0.0986537	 	172.158	 	10	 	5177	 	0	 	30	 		 	30.0713	 	get
20	 	0.116514	 	171.495	 	10	 	5160	 	0	 	30	 		 	30.0884	 	get
25	 	0.146159	 	170.855	 	10	 	5139	 	0	 	30	 		 	30.0782	 	get
30	 	0.175539	 	170.664	 	10	 	5141	 	0	 	30	 		 	30.1235	 	get
40	 	0.234821	 	170.052	 	10	 	5130	 	0	 	30	 		 	30.1672	 	get
50	 	0.292511	 	170.666	 	10	 	5165	 	0	 	30	 		 	30.2637	 	get

1	 	0.0586453	 	17.0504	 	100	 	512	 	0	 	30	 		 	30.0285	 	get
1	 	0.0570023	 	17.5422	 	100	 	527	 	0	 	30	 		 	30.0419	 	get
2	 	0.113307	 	17.6434	 	100	 	531	 	0	 	30	 		 	30.0962	 	get
3	 	0.170286	 	17.6033	 	100	 	530	 	0	 	30	 		 	30.108	 	get
4	 	0.227038	 	17.6024	 	100	 	530	 	0	 	30	 		 	30.1096	 	get
5	 	0.284314	 	17.5608	 	100	 	529	 	0	 	30	 		 	30.1239	 	get
7	 	0.408361	 	17.1241	 	100	 	518	 	0	 	30	 		 	30.2497	 	get
10	 	0.596712	 	16.7444	 	100	 	510	 	0	 	30	 		 	30.4579	 	get
12	 	0.718621	 	16.6662	 	100	 	1007	0	 	60	 		 	60.4217	 	get
15	 	0.901913	 	16.5395	 	100	 	506	 	0	 	30	 		 	30.5935	 	get
17	 	1.021	 		16.602	 	100	 	1004	0	 	60	 		 	60.4746	 	get
20	 	1.2109	 		16.4891	 	100	 	1000	0	 	60	 		 	60.6461	 	get

1	 	9.18922e-05	 	10826	 	0	 	541390	 	0	 	50	 		 	50.0084	 	new
10	 	0.000432534	 	23089.8	 	0	 	1154729	 	0	 	50	 		 	50.0103	 	new
20	 	0.000977942	 	20438.3	 	0	 	1022105	 	0	 	50	 		 	50.0093	 	new
30	 	0.00166888	 	17968.4	 	0	 	898584	 	0	 	50	 		 	50.0092	 	new
40	 	0.00247971	 	16124.8	 	0	 	483837	 	0	 	30	 		 	30.0058	 	new
50	 	0.00326564	 	15305.7	 	0	 	459269	 	0	 	30	 		 	30.0063	 	new
60	 	0.00419349	 	14303.6	 	0	 	429204	 	0	 	30	 		 	30.0067	 	new
70	 	0.00475448	 	14719.2	 	0	 	736093	 	0	 	50	 		 	50.0091	 	new
80	 	0.0051457	 	15542.4	 	0	 	777321	 	0	 	50	 		 	50.0129	 	new
90	 	0.00590202	 	15244.7	 	0	 	762452	 	0	 	50	 		 	50.0141	 	new
100	 	0.00615579	 	16241	 	0	 	812254	 	0	 	50	 		 	50.0124	 	new
200	 	0.0127841	 	15640.7	 	0	 	782262	 	0	 	50	 		 	50.0146	 	new
300	 	0.0191775	 	15637.7	 	0	 	782369	 	0	 	50	 		 	50.0308	 	new
400	 	0.0284667	 	14047.4	 	0	 	702730	 	0	 	50	 		 	50.0256	 	new
500	 	0.0352477	 	14179.5	 	0	 	709464	 	0	 	50	 		 	50.0345	 	new
600	 	0.0400687	 	14968.4	 	0	 	748951	 	0	 	50	 		 	50.0355	 	new
700	 	0.0483264	 	14476.9	 	0	 	724573	 	0	 	50	 		 	50.0503	 	new
800	 	0.0553645	 	14438.8	 	0	 	722964	 	0	 	50	 		 	50.0709	 	new
900	 	0.0636298	 	14135.3	 	0	 	707570	 	0	 	50	 		 	50.057	 	new
1000	0.0652944	 	15297.5	 	0	 	459946	 	0	 	30	 		 	30.0668	 	new
