15	 	0.0015359	 	9758.95	 	0.1	 	585638	 	0	 	60	 		 	60.0103	 	get
17	 	0.00175372	 	9686.69	 	0.1	 	581305	 	0	 	60	 		 	60.0107	 	get
20	 	0.00205852	 	9709.73	 	0.1	 	582691	 	0	 	60	 		 	60.0111	 	get
25	 	0.00258414	 	9669.46	 	0.1	 	580274	 	0	 	60	 		 	60.011	 	get
30	 	0.0031004	 	9671.91	 	0.1	 	580427	 	0	 	60	 		 	60.0116	 	get




1	 	0.000817231	 	1222.07	 	1	 	73326	 	0	 	60	 		 	60.0016	 	get
1	 	0.000801271	 	1246.53	 	1	 	74794	 	0	 	60	 		 	60.0017	 	get
2	 	0.00136447	 	1464.28	 	1	 	87860	 	0	 	60	 		 	60.0023	 	get
3	 	0.00193562	 	1549.1	 	1	 	92950	 	0	 	60	 		 	60.0027	 	get
4	 	0.0024849	 	1609.04	 	1	 	96548	 	0	 	60	 		 	60.0035	 	get
5	 	0.00306994	 	1628.09	 	1	 	97692	 	0	 	60	 		 	60.004	 	get
7	 	0.00428523	 	1633.06	 	1	 	97991	 	0	 	60	 		 	60.0047	 	get
10	 	0.00607506	 	1645.72	 	1	 	98753	 	0	 	60	 		 	60.0061	 	get
12	 	0.00731178	 	1640.83	 	1	 	98462	 	0	 	60	 		 	60.0076	 	get
15	 	0.00903772	 	1659.39	 	1	 	99579	 	0	 	60	 		 	60.0094	 	get
17	 	0.0102257	 	1662.16	 	1	 	99747	 	0	 	60	 		 	60.0104	 	get
20	 	0.0122383	 	1633.88	 	1	 	98053	 	0	 	60	 		 	60.0124	 	get
20	 	0.012014	 	1664.4	 	1	 	99885	 	0	 	60	 		 	60.0125	 	get
25	 	0.0149701	 	1669.67	 	1	 	100205	 	0	 	60	 		 	60.0149	 	get
30	 	0.0180622	 	1660.56	 	1	 	99665	 	0	 	60	 		 	60.0188	 	get
35	 	0.0210679	 	1660.91	 	1	 	99690	 	0	 	60	 		 	60.0212	 	get
40	 	0.0241461	 	1656.17	 	1	 	99410	 	0	 	60	 		 	60.0241	 	get

1	 	0.0059784	 	167.234	 	10	 	10035	 	0	 	60	 		 	60.0056	 	get
2	 	0.0115006	 	173.861	 	10	 	10433	 	0	 	60	 		 	60.0077	 	get
3	 	0.0171101	 	175.284	 	10	 	10520	 	0	 	60	 		 	60.0169	 	get
4	 	0.0227562	 	175.734	 	10	 	10548	 	0	 	60	 		 	60.0225	 	get
5	 	0.0284417	 	175.748	 	10	 	10549	 	0	 	60	 		 	60.0234	 	get
7	 	0.0398549	 	175.595	 	10	 	10542	 	0	 	60	 		 	60.0358	 	get
10	 	0.0565049	 	176.932	 	10	 	10624	 	0	 	60	 		 	60.0455	 	get
12	 	0.0679111	 	176.655	 	10	 	10610	 	0	 	60	 		 	60.0606	 	get
15	 	0.0854632	 	175.449	 	10	 	10540	 	0	 	60	 		 	60.0743	 	get
17	 	0.0976333	 	174.077	 	10	 	10451	 	0	 	60	 		 	60.0367	 	get
20	 	0.115221	 	173.484	 	10	 	10425	 	0	 	60	 		 	60.092	 	get

1	 	0.0564121	 	17.7259	 	100	 	1064	 	0	 	60	 		 	60.0253	 	get
2	 	0.113356	 	17.6369	 	100	 	1059	 	0	 	60	 		 	60.0446	 	get
2	 	0.112078	 	17.8411	 	100	 	1072	 	0	 	60	 		 	60.086	 	get
3	 	0.168092	 	17.8382	 	100	 	1072	 	0	 	60	 		 	60.0957	 	get
4	 	0.221815	 	18.0243	 	100	 	1084	 	0	 	60	 		 	60.1411	 	get
5	 	0.276872	 	18.0533	 	100	 	1085	 	0	 	60	 		 	60.0999	 	get
7	 	0.3868	 	18.0733	 	100	 	1089	 	0	 	60	 		 	60.2546	 	get
10	 	0.563083	 	17.7567	 	100	 	1070	 	0	 	60	 		 	60.2588	 	get
12	 	0.703716	 	17.023	 	100	 	1029	 	0	 	60	 		 	60.4477	 	get
15	 	0.88308	 	16.9449	 	100	 	1024	 	0	 	60	 		 	60.4312	 	get
17	 	1.00114	 	16.9436	 	100	 	1022	 	0	 	60	 		 	60.3178	 	get
20	 	1.17202	 	16.9939	 	100	 	1030	 	0	 	60	 		 	60.6099	 	get
